1114.69444225, 8.05576933, -2.30668621, 5.55138225, -0.00446681, -0.00110026
1114.32172302, 7.64431644, -2.30727878, 5.55192196, 0.01065760, -0.00110368
1113.94863352, 7.23307204, -2.30789435, 5.55353297, 0.02153791, -0.00111348
1113.57511151, 6.82195377, -2.30854154, 5.55637705, 0.03045323, -0.00108309
1113.20113485, 6.41077444, -2.30915322, 5.55995262, 0.04103329, -0.00114082
1112.82661608, 5.99945779, -2.30971542, 5.56418705, 0.04806998, -0.00130170
1112.45172697, 5.58800042, -2.31054640, 5.56888247, 0.06328803, -0.00161362
1112.07591699, 5.17658823, -2.31145394, 5.57571924, 0.07342256, -0.00163051
1111.69918056, 4.76516290, -2.31251694, 5.58428858, 0.08853696, -0.00145678
1111.32145554, 4.35322998, -2.31328639, 5.59363668, 0.09840081, -0.00133936
1110.94261815, 3.94079648, -2.31379116, 5.60400145, 0.10386944, -0.00121196
1110.56300731, 3.52782663, -2.31446927, 5.61486708, 0.11341857, -0.00120538
1110.18256776, 3.11419501, -2.31527116, 5.62599308, 0.12638543, -0.00137769
1109.80076866, 2.70011136, -2.31603339, 5.63909668, 0.13566233, -0.00127775
1109.41756344, 2.28553821, -2.31680366, 5.65435506, 0.14927312, -0.00085782
1109.03289893, 1.86976956, -2.31690365, 5.66982434, 0.15129861, -0.00061898
1108.64744344, 1.45290911, -2.31723951, 5.68539654, 0.16012094, -0.00058376
1108.26116457, 1.03482995, -2.31777132, 5.70093742, 0.17109029, -0.00078118
1107.87315106, 0.61596691, -2.31818837, 5.71847505, 0.17963799, -0.00068605
1107.48337019, 0.19632213, -2.31858382, 5.73801275, 0.18964441, -0.00029653
1107.09249732, -0.22505392, -2.31873248, 5.75739207, 0.19791777, -0.00016082
1106.70035431, -0.64822557, -2.31850871, 5.77666904, 0.20139757, -0.00025839
1106.30714284, -1.07242145, -2.31905910, 5.79718678, 0.21136280, -0.00024396
1105.91196542, -1.49804807, -2.31917028, 5.81871466, 0.21917036, -0.00017300
1105.51471295, -1.92506498, -2.31889011, 5.84139623, 0.22335901, -0.00000651
1105.11658605, -2.35405804, -2.31889820, 5.86410707, 0.23083292, -0.00002258
1104.71755930, -2.78514987, -2.31914607, 5.88660530, 0.24618250, -0.00027555
1104.31615687, -3.21739096, -2.31929139, 5.91158856, 0.25345854, -0.00009086
